organism	protein_cluster
1.206.O.	pvp1018
1.182.O.	pvp1018
1.167.O.	pvp1018
1.074.O.	pvp1018
1.116.O.	pvp1018
1.137.O.	pvp1018
1.097.O.	pvp1018
1.026.O.	pvp1018
1.152.O.	pvp1018
1.025.O.	pvp1018
2.130.O.	pvp1018
1.147.O.	pvp1018
1.108.O.	pvp1018
1.165.O.	pvp1018
1.172.O.	pvp1018
1.228.O.	pvp1018
1.115.A.	pvp1018
1.189.B.	pvp1018
1.189.O.	pvp1018
1.189.C.	pvp1018
1.239.O.	pvp1018
1.265.O.	pvp1018
1.091.O.	pvp1018
1.061.O.	pvp1018
1.115.B.	pvp1018
1.042.O.	pvp1018
1.150.O.	pvp1018
1.176.O.	pvp1018
1.283.A.	pvp1019
1.281.O.	pvp1019
1.270.B.	pvp1019
1.269.O.	pvp1019
1.277.A.	pvp1019
1.194.O.	pvp1019
1.027.O.	pvp1019
1.270.A.	pvp1019
1.277.B.	pvp1019
1.271.A.	pvp1019
1.282.A.	pvp1019
1.283.C.	pvp1019
1.268.A.	pvp1019
1.274.O.	pvp1019
1.271.B.	pvp1019
1.251.O.	pvp1019
1.022.O.	pvp1019
1.046.O.	pvp1019
1.032.O.	pvp1019
1.033.O.	pvp1019
1.285.O.	pvp1019
1.088.O.	pvp1019
1.024.O.	pvp1019
1.089.O.	pvp1019
1.171.O.	pvp1019
1.104.O.	pvp1019
1.237.B.	pvp1019
1.118.B.	pvp1019
1.118.A.	pvp1019
1.250.O.	pvp1019
1.124.O.	pvp1019
1.283.B.	pvp1019
1.268.B.	pvp1019
1.200.O.	pvp1019
1.196.O.	pvp1019
1.160.O.	pvp1019
1.098.O.	pvp1019
1.237.A.	pvp1019
12G01.O.	pvp1019
1.164.O.	pvp1019
1.280.O.	pvp1019
1.023.O.	pvp1019
1.103.O.	pvp1019
1.267.O.	pvp1019
1.195.O.	pvp1019
1.272.O.	pvp1019
1.012.O.	pvp1019
1.131.O.	pvp1020
1.187.O.	pvp1020
1.265.O.	pvp1020
1.134.O.	pvp1020
1.148.O.	pvp1020
1.226.O.	pvp1020
1.110.O.	pvp1020
1.097.O.	pvp1020
1.007.O.	pvp1020
1.242.O.	pvp1020
1.198.B.	pvp1020
1.198.A.	pvp1020
1.074.O.	pvp1020
1.132.O.	pvp1020
1.168.O.	pvp1020
1.133.O.	pvp1020
1.182.O.	pvp1020
1.167.O.	pvp1020
1.264.O.	pvp1020
1.228.O.	pvp1020
1.157.O.	pvp1020
1.025.O.	pvp1020
1.026.O.	pvp1020
1.152.O.	pvp1020
2.130.O.	pvp1020
2.275.O.	pvp1020
1.111.B.	pvp1020
1.111.A.	pvp1020
1.189.C.	pvp1020
1.189.O.	pvp1020
1.189.B.	pvp1020
1.266.O.	pvp1020
1.022.O.	pvp1020
1.021.C.	pvp1020
1.021.A.	pvp1020
1.021.B.	pvp1020
1.116.O.	pvp1020
1.253.O.	pvp1020
1.239.O.	pvp1020
1.172.O.	pvp1020
1.235.O.	pvp1020
1.150.O.	pvp1020
1.176.O.	pvp1020
1.283.A.	pvp1021
1.270.B.	pvp1021
1.281.O.	pvp1021
1.270.A.	pvp1021
1.269.O.	pvp1021
1.277.A.	pvp1021
1.194.O.	pvp1021
1.027.O.	pvp1021
1.277.B.	pvp1021
1.271.A.	pvp1021
1.282.A.	pvp1021
1.274.O.	pvp1021
1.283.C.	pvp1021
1.268.A.	pvp1021
1.171.O.	pvp1021
1.271.B.	pvp1021
1.250.O.	pvp1021
1.285.O.	pvp1021
1.237.B.	pvp1021
1.089.O.	pvp1021
1.118.A.	pvp1021
1.118.B.	pvp1021
1.251.O.	pvp1021
1.024.O.	pvp1021
1.088.O.	pvp1021
1.032.O.	pvp1021
1.104.O.	pvp1021
1.033.O.	pvp1021
1.022.O.	pvp1021
1.046.O.	pvp1021
1.113.A.	pvp1021
1.291.O.	pvp1021
1.283.B.	pvp1021
1.268.B.	pvp1021
1.200.O.	pvp1021
1.196.O.	pvp1021
1.237.A.	pvp1021
1.160.O.	pvp1021
1.098.O.	pvp1021
1.280.O.	pvp1021
1.023.O.	pvp1021
1.103.O.	pvp1021
1.267.O.	pvp1021
1.195.O.	pvp1021
1.272.O.	pvp1021
1.012.O.	pvp1021
1.283.A.	pvp1022
1.283.C.	pvp1022
1.269.O.	pvp1022
1.270.B.	pvp1022
1.281.O.	pvp1022
1.268.A.	pvp1022
1.270.A.	pvp1022
1.277.A.	pvp1022
1.194.O.	pvp1022
1.027.O.	pvp1022
1.271.A.	pvp1022
1.282.A.	pvp1022
1.277.B.	pvp1022
1.271.B.	pvp1022
1.274.O.	pvp1022
1.171.O.	pvp1022
1.024.O.	pvp1022
1.033.O.	pvp1022
1.088.O.	pvp1022
1.032.O.	pvp1022
1.118.A.	pvp1022
1.237.B.	pvp1022
1.089.O.	pvp1022
1.118.B.	pvp1022
1.285.O.	pvp1022
1.046.O.	pvp1022
1.104.O.	pvp1022
1.251.O.	pvp1022
1.022.O.	pvp1022
1.250.O.	pvp1022
1.283.B.	pvp1022
1.268.B.	pvp1022
1.144.O.	pvp1022
1.200.O.	pvp1022
1.196.O.	pvp1022
1.098.O.	pvp1022
1.160.O.	pvp1022
1.237.A.	pvp1022
1.280.O.	pvp1022
1.023.O.	pvp1022
1.103.O.	pvp1022
1.195.O.	pvp1022
1.267.O.	pvp1022
1.052.A.	pvp1022
1.272.O.	pvp1022
1.012.O.	pvp1022
1.246.O.	pvp1023
1.087.A.	pvp1023
1.175.O.	pvp1023
1.030.O.	pvp1023
1.273.O.	pvp1023
1.106.O.	pvp1023
1.286.O.	pvp1023
1.149.O.	pvp1023
1.076.O.	pvp1023
1.186.O.	pvp1023
1.007.O.	pvp1023
1.047.O.	pvp1023
1.201.B.	pvp1023
1.223.O.	pvp1023
1.158.O.	pvp1023
1.256.O.	pvp1023
1.174.O.	pvp1023
1.124.O.	pvp1023
1.164.O.	pvp1023
1.225.O.	pvp1023
1.100.O.	pvp1023
1.086.O.	pvp1023
1.291.O.	pvp1023
1.210.O.	pvp1023
1.123.O.	pvp1023
1.284.A.	pvp1023
1.289.A.	pvp1023
1.287.O.	pvp1023
1.197.A.	pvp1023
1.263.A.	pvp1023
1.243.O.	pvp1023
1.105.O.	pvp1023
1.248.O.	pvp1023
1.278.O.	pvp1023
1.173.O.	pvp1023
1.199.B.	pvp1023
1.199.A.	pvp1023
1.005.O.	pvp1023
1.060.A.	pvp1023
1.113.A.	pvp1023
1.181.O.	pvp1023
1.111.B.	pvp1023
1.111.A.	pvp1023
1.191.O.	pvp1023
1.263.B.	pvp1023
1.175.O.	pvp1024
1.030.O.	pvp1024
1.087.A.	pvp1024
1.246.O.	pvp1024
1.084.O.	pvp1024
1.286.O.	pvp1024
1.186.O.	pvp1024
1.149.O.	pvp1024
1.273.O.	pvp1024
1.007.O.	pvp1024
1.106.O.	pvp1024
1.174.O.	pvp1024
1.225.O.	pvp1024
1.086.O.	pvp1024
1.124.O.	pvp1024
1.005.O.	pvp1024
1.223.O.	pvp1024
1.164.O.	pvp1024
1.201.B.	pvp1024
1.075.O.	pvp1024
1.017.O.	pvp1024
1.094.O.	pvp1024
1.158.O.	pvp1024
1.100.O.	pvp1024
1.191.O.	pvp1024
1.181.O.	pvp1024
1.243.O.	pvp1024
1.256.O.	pvp1024
1.263.A.	pvp1024
1.173.O.	pvp1024
1.278.O.	pvp1024
1.248.O.	pvp1024
1.199.B.	pvp1024
1.199.A.	pvp1024
1.105.O.	pvp1024
1.009.O.	pvp1024
1.093.O.	pvp1024
1.016.O.	pvp1024
1.071.A.	pvp1024
1.038.O.	pvp1024
1.029.O.	pvp1024
1.054.O.	pvp1024
1.112.O.	pvp1024
1.042.O.	pvp1024
1.263.B.	pvp1024
1.283.A.	pvp1025
1.270.B.	pvp1025
1.281.O.	pvp1025
1.270.A.	pvp1025
1.269.O.	pvp1025
1.277.A.	pvp1025
1.194.O.	pvp1025
1.027.O.	pvp1025
1.277.B.	pvp1025
1.271.A.	pvp1025
1.282.A.	pvp1025
1.274.O.	pvp1025
1.283.C.	pvp1025
1.271.B.	pvp1025
1.171.O.	pvp1025
1.268.A.	pvp1025
1.104.O.	pvp1025
1.251.O.	pvp1025
1.032.O.	pvp1025
1.088.O.	pvp1025
1.118.B.	pvp1025
1.089.O.	pvp1025
1.237.B.	pvp1025
1.118.A.	pvp1025
1.033.O.	pvp1025
1.046.O.	pvp1025
1.250.O.	pvp1025
1.022.O.	pvp1025
1.024.O.	pvp1025
1.285.O.	pvp1025
1.283.B.	pvp1025
1.268.B.	pvp1025
1.200.O.	pvp1025
1.196.O.	pvp1025
1.098.O.	pvp1025
1.237.A.	pvp1025
1.160.O.	pvp1025
1.280.O.	pvp1025
1.023.O.	pvp1025
1.103.O.	pvp1025
1.195.O.	pvp1025
1.267.O.	pvp1025
1.272.O.	pvp1025
1.012.O.	pvp1025
1.046.O.	pvp1026
1.250.O.	pvp1026
1.283.A.	pvp1026
1.283.C.	pvp1026
1.269.O.	pvp1026
1.104.O.	pvp1026
1.089.O.	pvp1026
1.118.A.	pvp1026
1.237.B.	pvp1026
1.118.B.	pvp1026
1.022.O.	pvp1026
1.282.A.	pvp1026
1.277.B.	pvp1026
1.271.A.	pvp1026
1.270.A.	pvp1026
1.268.A.	pvp1026
1.271.B.	pvp1026
1.171.O.	pvp1026
1.274.O.	pvp1026
1.277.A.	pvp1026
1.194.O.	pvp1026
1.027.O.	pvp1026
1.270.B.	pvp1026
1.281.O.	pvp1026
1.251.O.	pvp1026
1.285.O.	pvp1026
1.033.O.	pvp1026
1.088.O.	pvp1026
1.024.O.	pvp1026
1.032.O.	pvp1026
1.283.B.	pvp1026
1.268.B.	pvp1026
1.200.O.	pvp1026
1.196.O.	pvp1026
1.160.O.	pvp1026
1.237.A.	pvp1026
1.098.O.	pvp1026
1.280.O.	pvp1026
1.023.O.	pvp1026
1.195.O.	pvp1026
1.267.O.	pvp1026
1.103.O.	pvp1026
1.272.O.	pvp1026
1.012.O.	pvp1026
1.003.O.	pvp1027
1.036.O.	pvp1027
1.090.B.	pvp1027
1.127.O.	pvp1027
1.039.O.	pvp1027
1.079.O.	pvp1027
1.071.A.	pvp1027
1.016.O.	pvp1027
1.177.O.	pvp1027
1.144.O.	pvp1027
1.216.O.	pvp1027
1.149.O.	pvp1027
1.248.O.	pvp1027
1.231.O.	pvp1027
1.119.O.	pvp1027
1.143.O.	pvp1027
1.137.O.	pvp1027
1.243.O.	pvp1027
1.199.B.	pvp1027
1.173.O.	pvp1027
1.199.A.	pvp1027
1.286.O.	pvp1027
1.213.O.	pvp1027
1.105.O.	pvp1027
1.106.O.	pvp1027
1.263.A.	pvp1027
1.007.O.	pvp1027
1.273.O.	pvp1027
1.198.B.	pvp1027
1.198.A.	pvp1027
1.256.O.	pvp1027
1.186.O.	pvp1027
1.178.O.	pvp1027
1.091.O.	pvp1027
1.265.O.	pvp1027
12G01.O.	pvp1027
1.067.O.	pvp1027
1.276.O.	pvp1027
1.236.O.	pvp1027
1.278.O.	pvp1027
1.135.O.	pvp1027
1.263.B.	pvp1027
1.061.O.	pvp1027
1.042.O.	pvp1027
1.022.O.	pvp1028
1.283.A.	pvp1028
1.269.O.	pvp1028
1.283.C.	pvp1028
1.250.O.	pvp1028
1.089.O.	pvp1028
1.088.O.	pvp1028
1.285.O.	pvp1028
1.118.A.	pvp1028
1.118.B.	pvp1028
1.237.B.	pvp1028
1.033.O.	pvp1028
1.104.O.	pvp1028
1.024.O.	pvp1028
1.281.O.	pvp1028
1.270.B.	pvp1028
1.274.O.	pvp1028
1.268.A.	pvp1028
1.270.A.	pvp1028
1.194.O.	pvp1028
1.277.A.	pvp1028
1.027.O.	pvp1028
1.271.A.	pvp1028
1.277.B.	pvp1028
1.282.A.	pvp1028
1.271.B.	pvp1028
1.171.O.	pvp1028
1.251.O.	pvp1028
1.032.O.	pvp1028
1.046.O.	pvp1028
1.283.B.	pvp1028
1.268.B.	pvp1028
1.200.O.	pvp1028
1.196.O.	pvp1028
1.098.O.	pvp1028
1.160.O.	pvp1028
1.237.A.	pvp1028
1.023.O.	pvp1028
1.195.O.	pvp1028
1.280.O.	pvp1028
1.103.O.	pvp1028
1.267.O.	pvp1028
1.272.O.	pvp1028
1.012.O.	pvp1028
1.283.A.	pvp1029
1.270.B.	pvp1029
1.281.O.	pvp1029
1.270.A.	pvp1029
1.269.O.	pvp1029
1.277.A.	pvp1029
1.194.O.	pvp1029
1.027.O.	pvp1029
1.268.A.	pvp1029
1.277.B.	pvp1029
1.271.A.	pvp1029
1.282.A.	pvp1029
1.274.O.	pvp1029
1.283.C.	pvp1029
1.271.B.	pvp1029
1.171.O.	pvp1029
1.250.O.	pvp1029
1.251.O.	pvp1029
1.024.O.	pvp1029
1.022.O.	pvp1029
1.118.B.	pvp1029
1.118.A.	pvp1029
1.237.B.	pvp1029
1.104.O.	pvp1029
1.089.O.	pvp1029
1.033.O.	pvp1029
1.088.O.	pvp1029
1.285.O.	pvp1029
1.046.O.	pvp1029
1.032.O.	pvp1029
1.283.B.	pvp1029
1.268.B.	pvp1029
1.200.O.	pvp1029
1.196.O.	pvp1029
1.237.A.	pvp1029
1.160.O.	pvp1029
1.098.O.	pvp1029
1.280.O.	pvp1029
1.023.O.	pvp1029
1.103.O.	pvp1029
1.267.O.	pvp1029
1.195.O.	pvp1029
1.272.O.	pvp1029
1.012.O.	pvp1029
1.283.A.	pvp1030
1.270.B.	pvp1030
1.281.O.	pvp1030
1.270.A.	pvp1030
1.269.O.	pvp1030
1.277.A.	pvp1030
1.194.O.	pvp1030
1.027.O.	pvp1030
1.268.A.	pvp1030
1.277.B.	pvp1030
1.271.A.	pvp1030
1.282.A.	pvp1030
1.274.O.	pvp1030
1.283.C.	pvp1030
1.271.B.	pvp1030
1.171.O.	pvp1030
1.250.O.	pvp1030
1.118.A.	pvp1030
1.237.B.	pvp1030
1.033.O.	pvp1030
1.104.O.	pvp1030
1.089.O.	pvp1030
1.118.B.	pvp1030
1.046.O.	pvp1030
1.032.O.	pvp1030
1.285.O.	pvp1030
1.088.O.	pvp1030
1.024.O.	pvp1030
1.251.O.	pvp1030
1.022.O.	pvp1030
1.283.B.	pvp1030
1.268.B.	pvp1030
1.200.O.	pvp1030
1.196.O.	pvp1030
1.237.A.	pvp1030
1.160.O.	pvp1030
1.098.O.	pvp1030
1.280.O.	pvp1030
1.023.O.	pvp1030
1.103.O.	pvp1030
1.195.O.	pvp1030
1.267.O.	pvp1030
1.272.O.	pvp1030
1.012.O.	pvp1030
1.283.A.	pvp1031
1.270.B.	pvp1031
1.281.O.	pvp1031
1.270.A.	pvp1031
1.269.O.	pvp1031
1.277.A.	pvp1031
1.194.O.	pvp1031
1.027.O.	pvp1031
1.277.B.	pvp1031
1.271.A.	pvp1031
1.282.A.	pvp1031
1.274.O.	pvp1031
1.283.C.	pvp1031
1.268.A.	pvp1031
1.171.O.	pvp1031
1.271.B.	pvp1031
1.250.O.	pvp1031
1.032.O.	pvp1031
1.088.O.	pvp1031
1.237.B.	pvp1031
1.089.O.	pvp1031
1.104.O.	pvp1031
1.046.O.	pvp1031
1.251.O.	pvp1031
1.033.O.	pvp1031
1.024.O.	pvp1031
1.118.B.	pvp1031
1.118.A.	pvp1031
1.022.O.	pvp1031
1.285.O.	pvp1031
1.283.B.	pvp1031
1.268.B.	pvp1031
1.200.O.	pvp1031
1.196.O.	pvp1031
1.237.A.	pvp1031
1.160.O.	pvp1031
1.098.O.	pvp1031
1.280.O.	pvp1031
1.023.O.	pvp1031
1.103.O.	pvp1031
1.267.O.	pvp1031
1.195.O.	pvp1031
1.272.O.	pvp1031
1.012.O.	pvp1031
1.283.A.	pvp1032
1.270.B.	pvp1032
1.281.O.	pvp1032
1.269.O.	pvp1032
1.270.A.	pvp1032
1.277.A.	pvp1032
1.027.O.	pvp1032
1.268.A.	pvp1032
1.277.B.	pvp1032
1.271.A.	pvp1032
1.282.A.	pvp1032
1.274.O.	pvp1032
1.283.C.	pvp1032
1.271.B.	pvp1032
1.171.O.	pvp1032
1.194.O.	pvp1032
1.088.O.	pvp1032
1.024.O.	pvp1032
1.251.O.	pvp1032
1.285.O.	pvp1032
1.250.O.	pvp1032
1.032.O.	pvp1032
1.033.O.	pvp1032
1.104.O.	pvp1032
1.046.O.	pvp1032
1.022.O.	pvp1032
1.118.A.	pvp1032
1.237.B.	pvp1032
1.118.B.	pvp1032
1.089.O.	pvp1032
1.283.B.	pvp1032
1.268.B.	pvp1032
1.200.O.	pvp1032
1.196.O.	pvp1032
1.237.A.	pvp1032
1.160.O.	pvp1032
1.098.O.	pvp1032
1.280.O.	pvp1032
1.023.O.	pvp1032
1.103.O.	pvp1032
1.195.O.	pvp1032
1.267.O.	pvp1032
1.272.O.	pvp1032
1.012.O.	pvp1032
1.283.A.	pvp1033
1.270.B.	pvp1033
1.281.O.	pvp1033
1.270.A.	pvp1033
1.269.O.	pvp1033
1.277.A.	pvp1033
1.194.O.	pvp1033
1.027.O.	pvp1033
1.277.B.	pvp1033
1.271.A.	pvp1033
1.282.A.	pvp1033
1.274.O.	pvp1033
1.283.C.	pvp1033
1.268.A.	pvp1033
1.171.O.	pvp1033
1.271.B.	pvp1033
1.022.O.	pvp1033
1.285.O.	pvp1033
1.032.O.	pvp1033
1.033.O.	pvp1033
1.104.O.	pvp1033
1.118.A.	pvp1033
1.088.O.	pvp1033
1.237.B.	pvp1033
1.089.O.	pvp1033
1.118.B.	pvp1033
1.251.O.	pvp1033
1.250.O.	pvp1033
1.046.O.	pvp1033
1.024.O.	pvp1033
1.283.B.	pvp1033
1.268.B.	pvp1033
1.200.O.	pvp1033
1.196.O.	pvp1033
1.237.A.	pvp1033
1.160.O.	pvp1033
1.098.O.	pvp1033
1.280.O.	pvp1033
1.023.O.	pvp1033
1.103.O.	pvp1033
1.195.O.	pvp1033
1.267.O.	pvp1033
1.272.O.	pvp1033
1.012.O.	pvp1033
1.283.A.	pvp1034
1.270.B.	pvp1034
1.281.O.	pvp1034
1.270.A.	pvp1034
1.269.O.	pvp1034
1.277.A.	pvp1034
1.194.O.	pvp1034
1.027.O.	pvp1034
1.277.B.	pvp1034
1.271.A.	pvp1034
1.282.A.	pvp1034
1.274.O.	pvp1034
1.283.C.	pvp1034
1.268.A.	pvp1034
1.171.O.	pvp1034
1.271.B.	pvp1034
1.046.O.	pvp1034
1.032.O.	pvp1034
1.033.O.	pvp1034
1.251.O.	pvp1034
1.118.A.	pvp1034
1.237.B.	pvp1034
1.089.O.	pvp1034
1.118.B.	pvp1034
1.024.O.	pvp1034
1.250.O.	pvp1034
1.104.O.	pvp1034
1.022.O.	pvp1034
1.285.O.	pvp1034
1.088.O.	pvp1034
1.283.B.	pvp1034
1.268.B.	pvp1034
1.200.O.	pvp1034
1.196.O.	pvp1034
1.160.O.	pvp1034
1.098.O.	pvp1034
1.237.A.	pvp1034
1.280.O.	pvp1034
1.023.O.	pvp1034
1.103.O.	pvp1034
1.195.O.	pvp1034
1.267.O.	pvp1034
1.272.O.	pvp1034
1.012.O.	pvp1034
1.283.A.	pvp1035
1.270.B.	pvp1035
1.281.O.	pvp1035
1.270.A.	pvp1035
1.269.O.	pvp1035
1.277.A.	pvp1035
1.194.O.	pvp1035
1.027.O.	pvp1035
1.277.B.	pvp1035
1.271.A.	pvp1035
1.282.A.	pvp1035
1.274.O.	pvp1035
1.283.C.	pvp1035
1.268.A.	pvp1035
1.171.O.	pvp1035
1.271.B.	pvp1035
1.032.O.	pvp1035
1.251.O.	pvp1035
1.250.O.	pvp1035
1.285.O.	pvp1035
1.024.O.	pvp1035
1.033.O.	pvp1035
1.104.O.	pvp1035
1.022.O.	pvp1035
1.046.O.	pvp1035
1.088.O.	pvp1035
1.237.B.	pvp1035
1.118.B.	pvp1035
1.118.A.	pvp1035
1.089.O.	pvp1035
1.283.B.	pvp1035
1.268.B.	pvp1035
1.200.O.	pvp1035
1.196.O.	pvp1035
1.237.A.	pvp1035
1.160.O.	pvp1035
1.098.O.	pvp1035
1.280.O.	pvp1035
1.023.O.	pvp1035
1.103.O.	pvp1035
1.195.O.	pvp1035
1.267.O.	pvp1035
1.272.O.	pvp1035
1.012.O.	pvp1035
1.283.A.	pvp1036
1.118.B.	pvp1036
1.118.A.	pvp1036
1.283.C.	pvp1036
1.046.O.	pvp1036
1.024.O.	pvp1036
1.088.O.	pvp1036
1.285.O.	pvp1036
1.032.O.	pvp1036
1.237.B.	pvp1036
1.089.O.	pvp1036
1.270.A.	pvp1036
1.268.A.	pvp1036
1.274.O.	pvp1036
1.271.B.	pvp1036
1.269.O.	pvp1036
1.281.O.	pvp1036
1.270.B.	pvp1036
1.171.O.	pvp1036
1.027.O.	pvp1036
1.194.O.	pvp1036
1.277.A.	pvp1036
1.282.A.	pvp1036
1.277.B.	pvp1036
1.271.A.	pvp1036
1.104.O.	pvp1036
1.251.O.	pvp1036
1.022.O.	pvp1036
1.250.O.	pvp1036
1.033.O.	pvp1036
1.283.B.	pvp1036
1.268.B.	pvp1036
1.200.O.	pvp1036
1.196.O.	pvp1036
1.098.O.	pvp1036
1.160.O.	pvp1036
1.237.A.	pvp1036
1.280.O.	pvp1036
1.023.O.	pvp1036
1.103.O.	pvp1036
1.267.O.	pvp1036
1.195.O.	pvp1036
1.272.O.	pvp1036
1.012.O.	pvp1036
1.283.A.	pvp1037
1.281.O.	pvp1037
1.269.O.	pvp1037
1.277.A.	pvp1037
1.194.O.	pvp1037
1.027.O.	pvp1037
1.283.C.	pvp1037
1.277.B.	pvp1037
1.271.A.	pvp1037
1.271.B.	pvp1037
1.274.O.	pvp1037
1.282.A.	pvp1037
1.250.O.	pvp1037
1.268.A.	pvp1037
1.024.O.	pvp1037
1.104.O.	pvp1037
1.270.A.	pvp1037
1.171.O.	pvp1037
1.270.B.	pvp1037
1.033.O.	pvp1037
1.285.O.	pvp1037
1.118.B.	pvp1037
1.089.O.	pvp1037
1.237.B.	pvp1037
1.118.A.	pvp1037
1.088.O.	pvp1037
1.046.O.	pvp1037
1.032.O.	pvp1037
1.022.O.	pvp1037
1.251.O.	pvp1037
1.283.B.	pvp1037
1.268.B.	pvp1037
1.200.O.	pvp1037
1.196.O.	pvp1037
1.098.O.	pvp1037
1.160.O.	pvp1037
1.237.A.	pvp1037
1.280.O.	pvp1037
1.023.O.	pvp1037
1.103.O.	pvp1037
1.195.O.	pvp1037
1.267.O.	pvp1037
1.272.O.	pvp1037
1.012.O.	pvp1037
1.283.A.	pvp1038
1.270.A.	pvp1038
1.285.O.	pvp1038
1.268.A.	pvp1038
1.277.A.	pvp1038
1.269.O.	pvp1038
1.027.O.	pvp1038
1.270.B.	pvp1038
1.281.O.	pvp1038
1.283.C.	pvp1038
1.277.B.	pvp1038
1.271.A.	pvp1038
1.282.A.	pvp1038
1.271.B.	pvp1038
1.194.O.	pvp1038
1.274.O.	pvp1038
1.171.O.	pvp1038
1.104.O.	pvp1038
1.032.O.	pvp1038
1.024.O.	pvp1038
1.250.O.	pvp1038
1.046.O.	pvp1038
1.118.B.	pvp1038
1.118.A.	pvp1038
1.033.O.	pvp1038
1.022.O.	pvp1038
1.088.O.	pvp1038
1.251.O.	pvp1038
1.237.B.	pvp1038
1.089.O.	pvp1038
1.283.B.	pvp1038
1.268.B.	pvp1038
1.200.O.	pvp1038
1.196.O.	pvp1038
1.237.A.	pvp1038
1.098.O.	pvp1038
1.160.O.	pvp1038
1.280.O.	pvp1038
1.023.O.	pvp1038
1.103.O.	pvp1038
1.267.O.	pvp1038
1.195.O.	pvp1038
1.272.O.	pvp1038
1.012.O.	pvp1038
1.283.A.	pvp1039
1.283.C.	pvp1039
1.268.A.	pvp1039
1.274.O.	pvp1039
1.270.A.	pvp1039
1.271.B.	pvp1039
1.271.A.	pvp1039
1.277.B.	pvp1039
1.282.A.	pvp1039
1.269.O.	pvp1039
1.027.O.	pvp1039
1.194.O.	pvp1039
1.277.A.	pvp1039
1.281.O.	pvp1039
1.270.B.	pvp1039
1.104.O.	pvp1039
1.250.O.	pvp1039
1.033.O.	pvp1039
1.032.O.	pvp1039
1.118.B.	pvp1039
1.118.A.	pvp1039
1.024.O.	pvp1039
1.171.O.	pvp1039
1.237.B.	pvp1039
1.089.O.	pvp1039
1.046.O.	pvp1039
1.251.O.	pvp1039
1.088.O.	pvp1039
1.285.O.	pvp1039
1.022.O.	pvp1039
1.283.B.	pvp1039
1.268.B.	pvp1039
1.200.O.	pvp1039
1.196.O.	pvp1039
1.160.O.	pvp1039
1.098.O.	pvp1039
1.237.A.	pvp1039
1.280.O.	pvp1039
1.023.O.	pvp1039
1.103.O.	pvp1039
1.195.O.	pvp1039
1.267.O.	pvp1039
1.272.O.	pvp1039
1.012.O.	pvp1039
1.283.A.	pvp1040
1.269.O.	pvp1040
1.270.B.	pvp1040
1.281.O.	pvp1040
1.268.A.	pvp1040
1.270.A.	pvp1040
1.277.A.	pvp1040
1.194.O.	pvp1040
1.027.O.	pvp1040
1.282.A.	pvp1040
1.271.A.	pvp1040
1.171.O.	pvp1040
1.277.B.	pvp1040
1.274.O.	pvp1040
1.283.C.	pvp1040
1.271.B.	pvp1040
1.237.B.	pvp1040
1.118.A.	pvp1040
1.118.B.	pvp1040
1.089.O.	pvp1040
1.022.O.	pvp1040
1.250.O.	pvp1040
1.046.O.	pvp1040
1.033.O.	pvp1040
1.104.O.	pvp1040
1.032.O.	pvp1040
1.024.O.	pvp1040
1.285.O.	pvp1040
1.088.O.	pvp1040
1.251.O.	pvp1040
1.283.B.	pvp1040
1.268.B.	pvp1040
1.200.O.	pvp1040
1.196.O.	pvp1040
1.098.O.	pvp1040
1.160.O.	pvp1040
1.237.A.	pvp1040
1.280.O.	pvp1040
1.023.O.	pvp1040
1.103.O.	pvp1040
1.267.O.	pvp1040
1.195.O.	pvp1040
1.272.O.	pvp1040
1.012.O.	pvp1040
1.283.A.	pvp1041
1.270.B.	pvp1041
1.281.O.	pvp1041
1.270.A.	pvp1041
1.269.O.	pvp1041
1.277.A.	pvp1041
1.194.O.	pvp1041
1.027.O.	pvp1041
1.277.B.	pvp1041
1.271.A.	pvp1041
1.282.A.	pvp1041
1.274.O.	pvp1041
1.283.C.	pvp1041
1.268.A.	pvp1041
1.171.O.	pvp1041
1.271.B.	pvp1041
1.046.O.	pvp1041
1.089.O.	pvp1041
1.237.B.	pvp1041
1.024.O.	pvp1041
1.250.O.	pvp1041
1.032.O.	pvp1041
1.104.O.	pvp1041
1.118.B.	pvp1041
1.118.A.	pvp1041
1.022.O.	pvp1041
1.251.O.	pvp1041
1.033.O.	pvp1041
1.285.O.	pvp1041
1.088.O.	pvp1041
1.283.B.	pvp1041
1.268.B.	pvp1041
1.200.O.	pvp1041
1.196.O.	pvp1041
1.160.O.	pvp1041
1.098.O.	pvp1041
1.237.A.	pvp1041
1.280.O.	pvp1041
1.023.O.	pvp1041
1.103.O.	pvp1041
1.195.O.	pvp1041
1.267.O.	pvp1041
1.272.O.	pvp1041
1.012.O.	pvp1041
1.283.A.	pvp1042
1.281.O.	pvp1042
1.269.O.	pvp1042
1.277.A.	pvp1042
1.194.O.	pvp1042
1.027.O.	pvp1042
1.268.A.	pvp1042
1.271.A.	pvp1042
1.282.A.	pvp1042
1.277.B.	pvp1042
1.274.O.	pvp1042
1.283.C.	pvp1042
1.271.B.	pvp1042
1.270.A.	pvp1042
1.270.B.	pvp1042
1.118.B.	pvp1042
1.118.A.	pvp1042
1.285.O.	pvp1042
1.024.O.	pvp1042
1.250.O.	pvp1042
1.237.B.	pvp1042
1.171.O.	pvp1042
1.032.O.	pvp1042
1.033.O.	pvp1042
1.046.O.	pvp1042
1.022.O.	pvp1042
1.251.O.	pvp1042
1.089.O.	pvp1042
